dataset,run_tag,test_idx,p_before,p_after,slack,flipped,fairness_attr,group_val,sex,race,education-num_before,education-num_after,delta_education-num,w_education-num,hours-per-week_before,hours-per-week_after,delta_hours-per-week,w_hours-per-week,capital-gain_before,capital-gain_after,delta_capital-gain,w_capital-gain,capital-loss_before,capital-loss_after,delta_capital-loss,w_capital-loss,workclass_before,workclass_after,w_workclass_step,occupation_before,occupation_after,w_occupation_step,burden_total
adult,base,714,0.05998664662174976,0.5000283484066907,0.0,1,sex,Female,Female,Asian-Pac-Islander,10.0,10.0,0.0,2.0,35.0,35.0,0.0,1.0,0.0,8389.0,8389.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.08389083890838908
adult,base,4082,0.02104482898773094,0.5000366413841688,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,11706.0,11706.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Handlers-cleaners,Handlers-cleaners,2.0,0.11706117061170612
adult,base,170,0.019579355430165122,0.5000698550078465,0.0,1,sex,Female,Female,Amer-Indian-Eskimo,12.0,12.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,11931.0,11931.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.11931119311193111
adult,base,3271,0.05062952312605053,0.500014097137029,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,8936.0,8936.0,1.5,0.0,0.0,0.0,1.0,Local-gov,Local-gov,2.0,Handlers-cleaners,Handlers-cleaners,2.0,0.08936089360893609
adult,base,3080,0.1351831391595494,0.5000336576226723,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,45.0,45.0,0.0,1.0,0.0,5658.0,5658.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Handlers-cleaners,Handlers-cleaners,2.0,0.056580565805658053
adult,base,3815,0.014565268461333018,0.5000376050695889,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,25.0,25.0,0.0,1.0,0.0,12848.0,12848.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.12848128481284812
adult,base,2608,0.10116103569857501,0.5000806931399868,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,60.0,60.0,0.0,1.0,0.0,6660.0,6660.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.06660066600666006
adult,base,4143,0.0645256036216821,0.5000373814467522,0.0,1,sex,Male,Male,White,13.0,13.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,8152.0,8152.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.08152081520815208
adult,base,16,0.014872093644714767,0.5000785787093482,0.0,1,sex,Female,Female,Black,7.0,7.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,12784.0,12784.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.12784127841278412
adult,base,2496,0.03582841479878405,0.500071800195325,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,10038.0,10038.0,1.5,0.0,0.0,0.0,1.0,Self-emp-not-inc,Self-emp-not-inc,2.0,Craft-repair,Craft-repair,2.0,0.1003810038100381
adult,base,3881,0.1473637155130529,0.5000534918889517,0.0,1,sex,Male,Male,Black,9.0,9.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,5352.0,5352.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Sales,Sales,2.0,0.053520535205352056
adult,base,1528,0.11690894195197164,0.5000756811735143,0.0,1,sex,Male,Male,White,11.0,11.0,0.0,2.0,42.0,42.0,0.0,1.0,0.0,6165.0,6165.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.06165061650616506
adult,base,685,0.07062025399406635,0.50004261108386,0.0,1,sex,Male,Male,Black,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,7857.0,7857.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.07857078570785708
adult,base,2302,0.21286420000729162,0.5000322758490725,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,3987.0,3987.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.03987039870398704
adult,base,364,0.015232654702356194,0.5000081685698378,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,20.0,20.0,0.0,1.0,0.0,12709.0,12709.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Sales,Sales,2.0,0.12709127091270914
adult,base,5126,0.0027199166505135915,0.5000498297535774,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,25.0,25.0,0.0,1.0,0.0,18000.0,18000.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.18000180001800017
adult,base,3549,0.015776461671084586,0.5000587173779121,0.0,1,sex,Female,Female,Black,9.0,9.0,0.0,2.0,25.0,25.0,0.0,1.0,0.0,12601.0,12601.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Sales,Sales,2.0,0.12601126011260114
adult,base,2684,0.03319211825215327,0.5000460651122244,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,10279.0,10279.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.10279102791027911
adult,base,205,0.30621763341435215,0.5000642511974517,0.0,1,sex,Female,Female,White,13.0,13.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,2494.0,2494.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Exec-managerial,Exec-managerial,2.0,0.024940249402494025
adult,base,112,0.06391875364428827,0.5000552036407333,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,8183.0,8183.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Machine-op-inspct,Machine-op-inspct,2.0,0.08183081830818308
adult,base,3266,0.004006065055926398,0.5000761561885169,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,15.0,15.0,0.0,1.0,0.0,16816.0,16816.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.16816168161681616
adult,base,977,0.3775357074747854,0.5000580602879253,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,35.0,35.0,0.0,1.0,0.0,1525.0,1525.0,1.5,0.0,0.0,0.0,1.0,State-gov,State-gov,2.0,Craft-repair,Craft-repair,2.0,0.015250152501525015
adult,base,2372,0.4043560895101758,0.5000155486029549,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,1181.0,1181.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Handlers-cleaners,Handlers-cleaners,2.0,0.011810118101181011
adult,base,30,0.012015052690468491,0.5000667756336993,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,28.0,28.0,0.0,1.0,0.0,13443.0,13443.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.13443134431344314
adult,base,3428,0.005504434674417148,0.5000121682506493,0.0,1,sex,Female,Female,Black,13.0,13.0,0.0,2.0,30.0,30.0,0.0,1.0,0.0,15842.0,15842.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.15842158421584215
adult,base,1408,0.3516374305677436,0.5000659600735742,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,45.0,45.0,0.0,1.0,0.0,1866.0,1866.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Sales,Sales,2.0,0.018660186601866018
adult,base,3725,0.004205611736961291,0.5000595164651217,0.0,1,sex,Female,Female,Black,9.0,9.0,0.0,2.0,30.0,30.0,0.0,1.0,0.0,16667.0,16667.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Priv-house-serv,Priv-house-serv,2.0,0.16667166671666717
adult,base,4049,0.04813185952571912,0.5000770334557034,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,45.0,45.0,0.0,1.0,0.0,9099.0,9099.0,1.5,0.0,0.0,0.0,1.0,Local-gov,Local-gov,2.0,Prof-specialty,Prof-specialty,2.0,0.0909909099090991
adult,base,3533,0.02566747589548555,0.5000169661112632,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,46.0,46.0,0.0,1.0,0.0,11086.0,11086.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Transport-moving,Transport-moving,2.0,0.11086110861108611
adult,base,3948,0.3706955613194064,0.5000536147577691,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,25.0,25.0,0.0,1.0,0.0,1614.0,1614.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Transport-moving,Transport-moving,2.0,0.016140161401614016
adult,base,4561,0.014066390037749454,0.5000551297799811,0.0,1,sex,Female,Female,Asian-Pac-Islander,10.0,10.0,0.0,2.0,26.0,26.0,0.0,1.0,0.0,12956.0,12956.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Sales,Sales,2.0,0.12956129561295612
adult,base,2070,0.02099508933956934,0.5000064240143852,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,48.0,48.0,0.0,1.0,0.0,11713.0,11713.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Handlers-cleaners,Handlers-cleaners,2.0,0.11713117131171312
adult,base,3754,0.012062924044785971,0.5000068669686083,0.0,1,sex,Male,Male,White,4.0,4.0,0.0,2.0,30.0,30.0,0.0,1.0,0.0,13430.0,13430.0,1.5,0.0,0.0,0.0,1.0,Self-emp-not-inc,Self-emp-not-inc,2.0,Farming-fishing,Farming-fishing,2.0,0.13430134301343014
adult,base,823,0.2875334002199773,0.5000696998758437,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,2767.0,2767.0,1.5,0.0,0.0,0.0,1.0,Self-emp-not-inc,Self-emp-not-inc,2.0,Craft-repair,Craft-repair,2.0,0.02767027670276703
adult,base,1821,0.3409432908243096,0.5000642243906552,0.0,1,sex,Female,Female,Black,12.0,12.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,2010.0,2010.0,1.5,1741.0,1741.0,0.0,1.0,Federal-gov,Federal-gov,2.0,Adm-clerical,Adm-clerical,2.0,0.02010020100201002
adult,base,5663,0.16125766391612037,0.5000329509703841,0.0,1,sex,Male,Male,Other,6.0,6.0,0.0,2.0,43.0,43.0,0.0,1.0,0.0,5027.0,5027.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.05027050270502705
adult,base,5382,0.14953436297233846,0.5000819086164224,0.0,1,sex,Female,Female,White,13.0,13.0,0.0,2.0,32.0,32.0,0.0,1.0,0.0,5300.0,5300.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Prof-specialty,Prof-specialty,2.0,0.053000530005300056
adult,base,1700,0.006217765173802914,0.5000664082683024,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,24.0,24.0,0.0,1.0,0.0,15469.0,15469.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.15469154691546916
adult,base,4356,0.013337398432046609,0.5000157181346283,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,43.0,43.0,0.0,1.0,0.0,13120.0,13120.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Machine-op-inspct,Machine-op-inspct,2.0,0.13120131201312013
adult,base,5453,0.32820297671693877,0.5000261026406181,0.0,1,sex,Male,Male,White,13.0,13.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,2184.0,2184.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Prof-specialty,Prof-specialty,2.0,0.02184021840218402
adult,base,3852,0.11942108014535954,0.5000343195107784,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,6091.0,6091.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Sales,Sales,2.0,0.060910609106091064
adult,base,5173,0.05090969795534246,0.5000733804071715,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,19.0,19.0,0.0,1.0,0.0,8919.0,8919.0,1.5,1504.0,1504.0,0.0,1.0,Local-gov,Local-gov,2.0,Other-service,Other-service,2.0,0.08919089190891909
adult,base,1695,0.42368262953652597,0.5000057441913747,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,938.0,938.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.00938009380093801
adult,base,4262,0.08205068325831162,0.5000471323801022,0.0,1,sex,Female,Female,Black,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,7362.0,7362.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Sales,Sales,2.0,0.07362073620736208
adult,base,5164,0.07332049872022886,0.5000637586379347,0.0,1,sex,Female,Female,Black,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,7734.0,7734.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.07734077340773408
adult,base,2540,0.3295069878293372,0.500027014708851,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,2166.0,2166.0,1.5,0.0,0.0,0.0,1.0,Local-gov,Local-gov,2.0,Farming-fishing,Farming-fishing,2.0,0.02166021660216602
adult,base,1366,0.01767127309027679,0.5000287161148128,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,20.0,20.0,0.0,1.0,1055.0,13304.0,12249.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.12249122491224912
adult,base,5904,0.03344972528021189,0.5000772588503203,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,10255.0,10255.0,1.5,0.0,0.0,0.0,1.0,State-gov,State-gov,2.0,Tech-support,Tech-support,2.0,0.1025510255102551
adult,base,489,0.3100856223724241,0.5000075639243502,0.0,1,sex,Male,Male,White,12.0,12.0,0.0,2.0,30.0,30.0,0.0,1.0,0.0,2438.0,2438.0,1.5,0.0,0.0,0.0,1.0,State-gov,State-gov,2.0,Adm-clerical,Adm-clerical,2.0,0.024380243802438025
adult,base,1111,0.047602680568840046,0.50004458290394,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,9134.0,9134.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.0913409134091341
adult,base,940,0.005546210382421757,0.5000266712295671,0.0,1,sex,Female,Female,White,8.0,8.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,15819.0,15819.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.15819158191581917
adult,base,4609,0.06037427726537007,0.500019567784446,0.0,1,sex,Male,Male,White,13.0,13.0,0.0,2.0,20.0,20.0,0.0,1.0,0.0,8368.0,8368.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Prof-specialty,Prof-specialty,2.0,0.08368083680836809
adult,base,3288,0.03030248793931897,0.5000658241302667,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,10566.0,10566.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.1056610566105661
adult,base,344,0.044875855564561244,0.5000001801904127,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,9322.0,9322.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Exec-managerial,Exec-managerial,2.0,0.0932209322093221
adult,base,183,0.25026916891055223,0.5000249476428066,0.0,1,sex,Female,Female,White,14.0,14.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,3345.0,3345.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Exec-managerial,Exec-managerial,2.0,0.03345033450334503
adult,base,1234,0.04374644797146263,0.5000570810638252,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,9404.0,9404.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.0940409404094041
adult,base,4235,0.0018888742535836656,0.5000442782214212,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,20.0,20.0,0.0,1.0,0.0,19114.0,19114.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.19114191141911419
adult,base,2011,0.0946183533527893,0.5000039446685789,0.0,1,sex,Female,Female,White,13.0,13.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,6885.0,6885.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.06885068850688507
adult,base,4056,0.14062439741289517,0.5000778727032396,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,16.0,16.0,0.0,1.0,0.0,5519.0,5519.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Prof-specialty,Prof-specialty,2.0,0.05519055190551905
adult,base,2810,0.10290945711201285,0.5000129217791058,0.0,1,sex,Female,Female,White,6.0,6.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,6601.0,6601.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Tech-support,Tech-support,2.0,0.06601066010660106
adult,base,4026,0.13967151873469988,0.5000692560851394,0.0,1,sex,Male,Male,White,13.0,13.0,0.0,2.0,45.0,45.0,0.0,1.0,0.0,5543.0,5543.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Exec-managerial,Exec-managerial,2.0,0.055430554305543056
adult,base,3653,0.0450500252446226,0.5000300756945663,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,9310.0,9310.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.09310093100931009
adult,base,5807,0.43832267450466933,0.5000055642214288,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,46.0,46.0,0.0,1.0,0.0,756.0,756.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Transport-moving,Transport-moving,2.0,0.007560075600756008
adult,base,1669,0.1363063702532429,0.5000489743182008,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,5629.0,5629.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.05629056290562905
adult,base,1827,0.45079008424165207,0.5000815384047005,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,603.0,603.0,1.5,0.0,0.0,0.0,1.0,Self-emp-not-inc,Self-emp-not-inc,2.0,Farming-fishing,Farming-fishing,2.0,0.006030060300603006
adult,base,4533,0.00433970976955569,0.5000672729719692,0.0,1,sex,Female,Female,Black,9.0,9.0,0.0,2.0,30.0,30.0,0.0,1.0,0.0,16571.0,16571.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Machine-op-inspct,Machine-op-inspct,2.0,0.16571165711657115
adult,base,4316,0.0934266785781441,0.5000328527171823,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,6928.0,6928.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Exec-managerial,Exec-managerial,2.0,0.06928069280692807
adult,base,2563,0.06541381588977668,0.5000023170653655,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,8107.0,8107.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.08107081070810708
adult,base,5741,0.179862746240751,0.5000530432945186,0.0,1,sex,Female,Female,White,13.0,13.0,0.0,2.0,60.0,60.0,0.0,1.0,0.0,4626.0,4626.0,1.5,0.0,0.0,0.0,1.0,Self-emp-not-inc,Self-emp-not-inc,2.0,Sales,Sales,2.0,0.046260462604626046
adult,base,2273,0.0970024911627194,0.5000777092460829,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,6802.0,6802.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.06802068020680206
adult,base,3044,0.0062487336612555965,0.500004129921803,0.0,1,sex,Female,Female,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,15453.0,15453.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.15453154531545316
adult,base,2982,0.002544641031965153,0.5000007594815492,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,35.0,35.0,0.0,1.0,0.0,18203.0,18203.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.18203182031820317
adult,base,2649,0.0035161761203904456,0.5000658596236639,0.0,1,sex,Female,Female,Other,4.0,4.0,0.0,2.0,30.0,30.0,0.0,1.0,0.0,17215.0,17215.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Handlers-cleaners,Handlers-cleaners,2.0,0.17215172151721517
adult,base,5517,0.30338735886535095,0.5000053874295447,0.0,1,sex,Male,Male,White,11.0,11.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,2534.0,2534.0,1.5,0.0,0.0,0.0,1.0,Self-emp-not-inc,Self-emp-not-inc,2.0,Farming-fishing,Farming-fishing,2.0,0.025340253402534027
adult,base,5942,0.07103898184333206,0.5000750514793658,0.0,1,sex,Female,Female,White,6.0,6.0,0.0,2.0,35.0,35.0,0.0,1.0,0.0,7838.0,7838.0,1.5,2238.0,2238.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.07838078380783808
adult,base,820,0.06518653581012801,0.5000554957649175,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,8119.0,8119.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Handlers-cleaners,Handlers-cleaners,2.0,0.08119081190811908
adult,base,2245,0.08345658245668333,0.5000031639408524,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,7305.0,7305.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.07305073050730507
adult,base,3965,0.037905856009977236,0.5000225564211971,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,9859.0,9859.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Other-service,Other-service,2.0,0.0985909859098591
adult,base,3039,0.09319895070949982,0.5000160117022556,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,6936.0,6936.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.06936069360693607
adult,base,3079,0.08949124290755474,0.5000821778278732,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,7073.0,7073.0,1.5,0.0,0.0,0.0,1.0,State-gov,State-gov,2.0,Exec-managerial,Exec-managerial,2.0,0.07073070730707307
adult,base,5146,0.0774655349374565,0.5000071504356912,0.0,1,sex,Male,Male,White,2.0,2.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,7552.0,7552.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Handlers-cleaners,Handlers-cleaners,2.0,0.07552075520755208
adult,base,2118,0.23147182437223818,0.5000652359089552,0.0,1,sex,Female,Female,White,13.0,13.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,3659.0,3659.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Exec-managerial,Exec-managerial,2.0,0.036590365903659036
adult,base,1125,0.4909236115365066,0.5000255852264377,0.0,1,sex,Male,Male,White,4.0,4.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,111.0,111.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Machine-op-inspct,Machine-op-inspct,2.0,0.001110011100111001
adult,base,1395,0.08916483028581473,0.500063151816083,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,7085.0,7085.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Craft-repair,Craft-repair,2.0,0.07085070850708507
adult,base,5951,0.3120916729157352,0.500051424904164,0.0,1,sex,Female,Female,White,13.0,13.0,0.0,2.0,55.0,55.0,0.0,1.0,0.0,2410.0,2410.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Prof-specialty,Prof-specialty,2.0,0.024100241002410025
adult,base,3520,0.06404084019640817,0.5000728103772625,0.0,1,sex,Female,Female,White,9.0,9.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,8177.0,8177.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Adm-clerical,Adm-clerical,2.0,0.08177081770817708
adult,base,3781,0.2854456368172944,0.5000586015846313,0.0,1,sex,Male,Male,White,13.0,13.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,2798.0,2798.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Prof-specialty,Prof-specialty,2.0,0.02798027980279803
adult,base,4400,0.06703795964939208,0.5000078337655556,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,50.0,50.0,0.0,1.0,0.0,8027.0,8027.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Machine-op-inspct,Machine-op-inspct,2.0,0.08027080270802708
adult,base,497,0.02058286343459723,0.5000282939098574,0.0,1,sex,Male,Male,White,9.0,9.0,0.0,2.0,35.0,35.0,0.0,1.0,0.0,11775.0,11775.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Farming-fishing,Farming-fishing,2.0,0.11775117751177512
adult,base,4939,0.12209965425280635,0.5000267166183091,0.0,1,sex,Male,Male,White,7.0,7.0,0.0,2.0,45.0,45.0,0.0,1.0,0.0,6014.0,6014.0,1.5,0.0,0.0,0.0,1.0,Self-emp-not-inc,Self-emp-not-inc,2.0,Farming-fishing,Farming-fishing,2.0,0.06014060140601406
adult,base,846,0.39813888479857307,0.5000245674693121,0.0,1,sex,Male,Male,White,10.0,10.0,0.0,2.0,40.0,40.0,0.0,1.0,0.0,1260.0,1260.0,1.5,0.0,0.0,0.0,1.0,Self-emp-inc,Self-emp-inc,2.0,Protective-serv,Protective-serv,2.0,0.012600126001260013
adult,base,1555,0.35262412742304544,0.5000811125794612,0.0,1,sex,Male,Male,White,13.0,13.0,0.0,2.0,45.0,45.0,0.0,1.0,0.0,1853.0,1853.0,1.5,0.0,0.0,0.0,1.0,Private,Private,2.0,Exec-managerial,Exec-managerial,2.0,0.01853018530185302
