SEX,AGE
2,23
1,37
1,28
2,34
2,56
2,40
2,30
2,26
1,50
2,27
1,26
2,36
2,33
2,27
1,24
1,29
2,28
2,41
2,25
1,29
2,33
2,36
1,34
2,34
1,44
1,37
1,33
2,30
1,39
1,28
1,42
2,50
2,24
1,33
2,24
2,41
2,27
1,26
2,40
1,35
1,23
2,28
2,39
1,45
2,40
1,39
2,31
1,41
2,25
1,39
2,23
1,28
2,37
1,28
1,31
1,46
2,36
2,27
2,35
1,35
1,29
2,53
2,23
2,33
1,57
1,33
2,42
2,24
2,46
1,27
1,39
1,39
1,27
2,39
2,35
1,37
2,24
1,24
2,45
1,28
2,37
1,42
2,28
2,56
1,54
1,48
2,32
1,51
2,28
2,40
2,31
1,38
2,40
2,26
1,47
1,31
2,51
1,28
2,42
1,66
1,27
2,37
1,35
2,23
2,49
2,28
2,29
1,35
2,34
2,31
1,57
1,59
1,35
1,32
2,28
2,41
2,27
1,38
1,32
1,39
1,29
2,46
1,41
2,33
2,35
2,36
1,55
1,36
2,48
1,50
1,37
1,27
1,35
1,38
2,22
2,35
1,64
2,25
2,28
2,30
1,30
1,34
2,34
2,35
1,41
1,37
1,35
2,34
1,34
1,26
1,41
1,32
2,36
1,44
2,34
1,44
2,26
1,51
1,37
2,30
2,25
2,31
2,35
2,28
2,27
1,30
2,31
2,24
2,29
2,28
1,31
2,35
2,37
2,36
2,29
2,26
2,26
1,47
2,33
2,25
1,26
1,37
2,42
2,29
1,36
2,30
2,23
1,32
2,26
1,32
1,28
2,23
2,27
1,51
1,29
1,39
1,33
1,29
1,27
2,44
2,23
1,33
1,28
2,32
2,48
2,29
1,29
2,46
2,22
2,34
1,30
2,27
2,31
2,29
2,39
2,39
2,36
2,38
1,41
2,27
2,30
2,29
2,47
1,30
2,46
1,29
1,31
2,23
2,29
1,53
2,38
2,24
2,28
1,33
2,52
1,36
2,43
2,43
1,47
1,33
2,31
1,44
2,29
2,37
1,28
1,47
2,34
1,45
2,26
1,39
1,39
1,43
1,32
2,27
2,37
2,29
2,31
2,37
2,41
1,36
1,26
2,27
1,27
2,45
1,27
1,57
2,37
2,22
1,41
2,22
2,40
2,30
2,29
2,38
1,53
1,42
2,40
2,66
2,32
1,34
2,26
1,24
1,39
1,29
2,39
2,48
2,28
2,25
1,32
1,43
2,39
2,37
1,23
2,46
1,46
1,28
1,45
2,33
2,24
2,22
2,32
1,25
2,44
2,27
2,22
2,34
1,48
1,59
1,25
2,27
1,26
2,46
1,35
2,40
2,46
1,28
2,33
2,42
2,32
1,24
1,32
1,48
1,35
2,24
1,42
2,41
2,27
1,39
2,34
2,28
1,38
1,22
1,35
2,35
2,37
1,28
2,48
2,23
2,25
2,30
2,27
1,53
2,22
1,28
2,54
1,31
1,24
2,33
2,33
2,26
2,25
1,48
2,29
2,28
1,50
2,38
1,48
1,28
2,32
2,24
2,24
2,28
1,36
2,32
1,44
2,39
1,48
1,39
2,23
1,36
2,39
2,31
2,43
2,26
1,33
1,25
1,49
1,52
2,34
2,43
2,43
2,23
1,26
1,52
1,51
2,32
1,34
1,24
1,24
1,35
1,41
1,43
2,50
2,37
2,28
2,45
2,36
2,29
1,27
2,22
2,49
2,36
2,25
2,24
1,48
2,27
1,33
1,30
1,30
1,46
2,33
2,29
1,24
1,30
2,32
2,27
1,26
1,44
1,43
2,32
1,26
1,37
2,43
1,26
2,35
1,25
2,42
2,41
2,35
1,25
1,24
2,40
2,50
2,29
1,40
2,34
2,27
1,32
1,27
2,32
2,38
2,30
1,44
1,40
2,34
2,34
2,29
2,31
1,45
2,35
2,35
1,44
2,25
1,42
1,30
1,28
2,44
2,37
2,30
2,49
1,33
2,22
2,42
1,23
2,31
2,28
2,57
2,23
2,56
2,33
2,25
1,53
2,26
2,26
1,31
1,47
1,35
1,29
1,36
2,48
2,25
2,41
1,22
2,31
2,26
1,26
2,28
2,30
2,44
2,22
1,39
2,34
1,64
1,52
1,47
2,56
1,22
2,23
1,43
1,33
2,43
1,26
2,23
1,39
2,29
2,29
1,35
1,25
2,38
2,42
1,46
2,24
2,24
1,47
2,31
1,49
1,29
2,22
2,33
1,33
2,39
2,23
2,39
2,27
1,23
2,31
2,44
1,48
2,24
2,36
2,29
1,39
2,27
2,40
2,26
2,35
2,45
2,32
1,50
2,36
2,60
2,49
1,58
2,38
1,42
1,36
2,42
2,34
2,30
1,23
1,45
2,60
1,39
1,40
2,30
2,29
1,32
2,32
1,24
2,35
2,26
2,24
1,28
2,44
2,24
1,50
2,44
1,29
2,31
2,46
1,25
1,24
1,43
2,30
2,37
2,28
1,35
1,49
1,28
2,34
1,37
1,29
1,31
2,42
2,23
2,28
1,45
1,39
2,24
2,54
1,37
1,34
2,29
2,37
1,24
1,23
1,33
1,31
1,33
1,43
1,30
2,46
2,49
2,51
1,32
1,43
2,36
2,26
1,25
2,23
2,40
1,63
1,29
1,32
2,29
2,45
2,28
2,25
1,38
2,43
2,26
2,34
1,36
1,47
1,47
2,41
2,25
2,40
2,43
2,32
2,41
1,32
2,33
2,52
1,51
2,29
2,26
2,39
2,27
2,25
2,33
1,25
2,26
1,48
2,33
2,42
1,31
2,24
2,42
2,46
2,26
1,26
2,44
1,44
1,34
2,34
2,27
2,30
2,34
1,35
1,27
2,45
2,40
2,29
1,25
2,44
1,39
2,29
1,42
1,51
2,51
1,34
1,33
1,46
1,27
2,40
1,41
1,48
2,34
2,46
1,34
2,27
1,31
2,40
2,50
2,33
1,28
2,45
2,34
1,30
1,46
1,32
2,43
1,41
1,25
1,52
2,51
2,22
1,43
1,33
2,26
2,25
1,46
2,46
2,41
1,32
1,29
2,44
2,23
1,25
2,37
2,36
1,23
2,30
2,41
2,24
1,31
1,31
2,39
1,30
1,24
1,33
2,29
2,30
2,33
2,36
1,38
1,52
1,42
2,35
1,43
1,26
2,26
2,49
1,41
2,49
1,57
2,30
2,33
1,32
1,55
2,29
2,29
1,44
1,34
2,30
1,30
1,66
2,32
2,35
1,35
1,26
1,42
1,31
1,44
2,57
1,39
1,51
2,25
1,30
2,39
1,46
2,37
1,37
1,33
2,50
2,32
2,52
1,42
2,34
1,27
1,33
1,29
1,39
2,36
1,21
2,52
1,49
2,35
1,34
1,28
2,29
2,27
2,43
2,25
2,25
1,35
2,31
2,44
1,31
2,22
1,23
2,25
1,52
2,48
2,30
2,56
2,26
1,23
1,49
1,40
1,34
2,23
2,31
1,51
2,37
2,31
2,30
2,44
2,36
2,24
2,32
1,28
1,34
2,49
1,49
2,32
2,28
2,32
2,26
1,24
1,34
2,40
2,45
2,34
2,30
2,31
1,31
2,49
2,30
1,41
1,35
1,25
2,24
1,26
1,37
2,39
1,30
2,58
1,36
2,39
2,30
2,50
1,57
2,34
1,32
2,26
2,37
2,38
2,27
2,44
1,33
2,51
1,54
2,34
2,25
1,34
1,23
2,25
2,52
2,34
2,43
2,25
1,25
1,53
1,35
1,33
2,27
2,49
1,44
1,36
2,25
1,24
2,34
2,25
2,29
2,28
2,36
2,54
1,31
2,47
1,52
2,34
2,42
2,35
2,41
2,51
2,27
2,28
2,45
1,36
1,35
2,29
2,27
2,21
1,39
1,29
2,29
1,59
2,23
2,25
1,32
1,37
2,32
1,54
2,50
1,48
1,26
2,25
1,28
1,39
1,27
2,46
2,50
1,42
1,27
1,39
2,28
1,39
1,48
2,37
2,42
2,37
2,28
1,47
2,29
2,34
1,51
2,49
1,41
2,28
2,44
2,41
2,35
2,38
1,29
2,42
2,46
1,30
2,35
2,49
2,45
2,56
1,44
2,25
1,49
2,27
1,47
1,36
2,29
2,37
1,52
1,25
1,29
1,36
2,25
2,27
1,45
2,22
2,28
2,25
2,39
2,32
2,47
2,45
1,46
1,27
2,52
1,26
1,36
1,54
2,36
2,38
1,26
1,35
2,29
1,52
2,26
1,32
2,44
1,45
2,40
2,25
1,39
2,40
1,39
1,50
2,39
2,23
1,21
1,45
1,24
1,32
1,27
2,23
1,25
1,26
1,31
1,42
1,65
1,24
1,38
1,31
2,23
2,24
1,36
2,27
2,30
1,29
2,51
2,25
1,42
2,24
2,42
1,25
2,25
1,34
1,34
2,40
1,29
2,39
1,38
2,40
1,39
2,32
1,46
2,37
2,33
2,36
1,25
1,37
2,27
2,31
2,23
2,31
2,25
1,29
2,30
2,27
1,37
2,33
1,56
2,30
2,24
2,33
1,36
2,29
2,26
1,44
2,38
2,24
1,28
2,44
2,32
1,64
2,29
2,31
2,32
1,48
1,45
1,33
2,39
1,27
2,30
1,27
2,38
2,26
1,41
1,32
1,60
2,58
2,41
1,23
2,43
1,29
2,40
2,55
1,33
2,26
1,22
2,29
2,35
2,23
1,50
1,43
1,43
2,22
1,54
1,35
2,31
1,49
1,25
1,43
1,36
1,45
1,38
1,46
1,28
1,32
2,35
1,30
2,24
2,46
2,32
1,26
1,45
1,49
2,40
1,29
2,51
2,31
2,42
1,30
2,23
2,42
1,35
2,24
1,39
1,27
1,23
1,52
1,24
1,29
1,43
2,30
1,25
2,39
1,41
2,37
2,40
1,28
2,40
2,48
2,46
1,35
2,26
2,30
2,27
1,27
1,28
2,25
1,28
1,44
2,39
1,31
1,45
2,36
2,37
2,47
1,29
1,50
1,44
2,44
2,25
2,50
2,44
1,30
2,27
2,54
2,46
2,26
2,45
2,28
2,50
1,36
1,27
2,23
1,34
2,24
1,47
2,52
1,30
1,42
1,57
1,43
1,26
2,44
1,27
2,44
2,29
2,53
2,35
1,29
1,37
2,29
2,36
2,47
1,48
2,32
1,44
2,26
1,30
2,30
1,39
2,37
2,25
2,36
2,33
1,29
1,58
2,24
1,28
2,35
2,42
1,45
2,31
2,41
1,41
1,46
2,41
2,32
2,36
2,37
1,44
2,32
2,42
1,24
1,25
2,35
2,39
1,38
2,33
1,30
1,25
1,38
2,34
1,46
2,31
2,46
1,32
2,42
2,45
2,26
2,34
2,29
1,42
2,23
1,52
1,43
1,48
2,24
1,45
1,33
2,26
1,36
1,43
2,24
1,56
1,41
1,28
1,27
2,60
1,24
1,58
2,45
2,29
1,56
2,44
2,42
1,25
2,27
2,37
1,51
2,45
2,37
1,30
2,22
2,44
1,22
1,33
1,44
1,50
1,37
2,29
2,31
1,40
2,23
1,24
2,42
2,48
2,25
1,23
1,53
2,29
1,30
2,30
2,36
2,34
1,40
1,36
2,56
2,28
1,52
2,35
2,24
1,38
1,44
1,44
2,25
1,40
2,41
2,32
1,49
2,24
1,22
1,35
1,41
2,29
1,38
2,45
1,33
1,28
1,27
1,53
2,31
1,43
2,27
2,42
1,38
1,37
2,31
2,27
2,33
2,35
2,29
2,43
2,49
2,57
1,31
1,25
2,34
2,31
2,28
2,48
1,36
1,42
2,24
1,52
2,26
2,39
1,48
1,33
2,22
2,33
1,37
2,27
1,30
2,23
1,33
1,34
2,22
1,54
2,42
2,27
2,30
2,37
2,23
1,33
2,27
2,35
1,32
2,32
2,55
2,41
1,41
2,27
2,32
2,37
2,28
2,40
2,29
1,34
1,40
2,54
2,29
1,42
1,53
2,30
2,52
2,41
2,33
1,49
2,27
2,37
2,43
2,27
1,29
2,32
1,30
1,29
2,31
1,29
2,28
2,36
2,33
2,33
2,47
2,28
2,38
2,41
2,42
2,37
2,29
2,34
2,28
2,50
2,27
1,50
2,22
2,34
2,46
2,43
1,23
1,30
2,34
1,29
1,57
1,33
1,42
1,45
2,32
2,35
2,39
2,31
2,26
2,27
2,30
2,29
1,38
1,42
1,31
2,53
2,49
2,30
1,28
2,29
1,38
2,24
2,22
1,45
1,24
1,37
1,46
1,26
1,35
2,31
2,31
2,25
1,32
2,24
1,37
1,59
1,24
1,51
1,51
1,35
2,36
2,34
1,35
1,46
1,33
1,27
1,56
2,24
2,34
1,29
2,30
2,42
1,44
2,22
1,45
2,22
2,25
2,37
1,36
1,63
2,26
2,30
2,26
2,39
2,31
1,44
2,36
2,35
1,24
1,43
2,33
2,30
2,31
2,26
2,29
2,24
2,32
2,28
1,32
2,50
1,36
2,58
2,40
2,36
2,34
2,45
1,44
1,40
2,61
1,45
2,28
2,48
2,28
2,24
2,31
1,44
2,31
2,26
1,26
2,49
2,40
2,38
2,38
2,24
2,33
2,34
1,26
1,48
2,42
2,38
2,26
1,37
2,40
1,27
1,25
1,30
2,53
1,53
1,40
1,49
2,23
2,32
2,23
1,45
2,33
1,28
1,28
2,42
2,29
1,28
2,58
1,45
2,42
1,36
2,30
2,52
1,30
2,61
2,39
2,23
2,25
1,32
2,31
2,25
2,34
1,43
2,35
2,24
1,52
1,25
1,30
2,33
1,53
2,32
2,49
2,40
1,44
1,35
2,48
2,27
2,55
2,41
2,49
2,27
1,31
2,29
2,48
2,43
1,59
2,36
2,57
2,52
1,45
1,43
2,23
2,31
2,28
2,53
2,29
2,26
1,32
2,43
1,26
1,27
2,45
2,31
1,26
1,29
2,48
2,35
1,25
2,33
2,40
1,45
2,35
2,29
1,25
2,39
1,31
2,30
1,33
2,36
2,24
1,31
1,29
1,38
2,29
2,47
1,37
1,37
2,23
2,47
2,40
2,34
2,23
1,51
2,38
2,25
1,39
2,34
2,42
1,37
1,53
2,32
1,28
1,43
2,27
2,42
1,43
2,30
2,48
2,29
1,23
2,36
2,30
2,25
1,33
1,29
1,36
1,43
1,31
1,24
2,47
1,27
1,30
1,29
1,32
2,28
1,32
1,22
1,35
2,26
2,26
1,58
1,37
1,40
2,32
2,26
1,34
1,46
2,40
2,27
2,29
2,48
2,30
1,50
1,39
1,27
2,47
2,47
2,36
1,40
2,45
2,34
1,39
1,40
1,28
1,24
2,30
1,41
2,41
2,36
2,31
2,28
2,25
2,42
1,51
2,24
2,34
1,36
1,58
1,43
2,35
2,45
2,53
1,40
2,35
2,43
1,25
1,23
1,28
2,30
1,50
2,32
1,27
2,34
2,33
2,47
1,35
2,24
1,49
2,48
1,22
2,24
2,50
2,45
2,53
2,27
1,24
1,25
1,35
1,35
2,27
2,21
2,39
1,46
1,32
2,28
2,31
2,31
2,50
2,28
2,31
2,34
2,27
1,28
2,28
2,32
2,40
2,44
2,29
1,63
1,29
2,40
2,55
2,25
2,32
1,29
2,24
2,36
2,37
2,33
1,45
2,54
1,41
2,40
1,25
2,39
2,37
2,28
1,32
2,42
1,24
1,53
1,34
2,35
1,27
2,55
1,37
1,51
2,33
2,38
1,36
2,36
2,33
2,57
2,35
2,44
2,42
2,24
1,47
1,33
1,27
1,34
2,33
1,24
2,29
2,36
2,48
1,30
2,29
2,29
2,38
1,31
1,31
2,24
1,35
1,38
2,31
1,46
2,24
2,50
1,27
2,28
2,26
2,23
2,33
2,60
1,30
2,26
2,34
2,28
2,38
1,45
2,32
2,28
2,30
1,41
1,42
2,52
2,22
2,31
2,25
2,38
1,31
2,31
1,25
2,41
1,48
2,48
2,27
1,31
2,41
2,28
2,23
2,34
1,28
2,23
1,24
1,36
2,48
1,39
1,27
2,37
1,34
2,27
2,30
2,33
1,26
1,34
2,23
2,52
2,30
1,55
1,29
2,40
2,44
2,44
1,44
1,40
1,29
1,33
2,30
2,28
2,28
2,41
1,26
1,44
1,23
1,24
2,38
1,25
2,29
2,48
2,44
1,23
1,24
2,35
1,37
2,38
1,28
2,24
1,29
2,52
1,39
1,55
2,27
2,25
2,49
1,58
1,34
1,31
2,36
2,27
2,25
1,48
2,33
1,45
2,43
1,40
1,49
2,23
2,44
1,67
1,38
2,31
1,50
1,47
1,36
2,41
1,25
2,27
1,54
2,58
2,49
2,50
1,42
1,40
2,40
2,26
1,28
2,26
1,45
2,41
1,41
2,33
1,34
2,42
2,39
2,42
1,30
1,53
1,47
1,40
2,36
2,29
1,49
1,57
1,49
2,31
2,36
1,53
2,31
2,28
1,29
2,28
1,38
1,53
1,39
2,48
1,32
2,25
2,25
2,34
1,37
2,43
2,33
2,30
1,27
1,25
2,55
1,37
2,36
2,40
2,48
2,33
2,37
2,35
2,31
2,39
2,27
2,21
2,29
1,28
2,47
1,33
1,23
1,32
1,41
1,23
2,28
1,24
1,34
2,36
2,48
1,49
1,66
2,39
2,44
2,55
1,34
2,31
2,42
1,37
1,25
2,36
1,39
1,49
1,30
1,36
2,69
2,27
2,40
2,56
2,29
1,31
2,29
2,47
1,39
2,25
2,22
1,33
1,27
1,40
1,33
1,52
2,30
1,39
2,27
2,25
1,33
1,35
1,29
2,41
2,24
1,29
2,48
1,34
2,23
1,29
1,30
1,24
1,27
2,60
2,24
2,35
2,26
1,22
1,53
1,40
1,27
2,44
2,32
2,25
2,33
2,25
2,38
1,34
2,28
1,33
1,29
2,25
2,60
2,43
2,36
2,48
1,24
2,35
1,33
2,30
2,62
2,33
2,25
2,38
1,26
1,24
2,35
2,58
1,42
1,41
1,34
1,22
2,37
1,43
2,28
2,58
2,24
2,39
2,38
2,49
1,49
2,26
2,23
2,27
2,48
2,52
2,50
1,37
2,23
2,33
2,29
2,38
1,29
2,39
2,43
2,32
2,29
1,33
2,27
1,37
2,38
2,48
1,23
2,33
2,35
2,23
2,35
2,23
2,33
1,44
1,45
2,39
2,33
2,39
1,51
2,36
2,24
2,40
2,25
1,27
1,34
1,45
2,42
2,37
2,42
1,29
2,25
1,42
1,34
2,42
2,41
2,49
1,42
2,53
2,26
2,22
1,33
1,36
2,38
2,27
2,32
2,28
2,43
1,24
1,39
2,29
2,38
2,24
1,24
2,42
2,33
2,28
2,26
2,55
1,33
2,27
2,29
2,49
2,40
1,29
2,23
1,37
2,41
2,28
1,43
1,55
2,40
2,52
2,36
2,23
2,26
2,57
2,35
1,31
1,31
2,39
2,32
1,37
1,38
1,36
2,25
2,42
1,39
1,28
2,28
2,25
2,26
2,23
2,30
2,40
1,32
2,30
2,29
1,28
2,48
2,28
2,35
1,62
2,27
2,40
2,24
2,22
2,27
2,35
2,41
2,33
1,41
1,49
2,34
2,27
1,48
2,22
2,25
2,37
2,37
1,49
1,33
2,27
2,37
2,48
1,44
2,35
1,40
2,30
2,35
2,32
1,23
2,34
1,34
1,34
2,59
2,22
2,36
2,27
1,38
2,42
2,26
2,30
2,37
1,51
1,56
2,30
2,24
2,29
1,35
2,30
2,33
2,44
2,38
2,39
1,27
1,35
2,22
1,33
2,26
2,43
1,32
1,45
1,38
1,40
2,22
2,26
2,49
2,35
1,38
2,27
2,45
1,36
2,31
1,33
2,31
1,24
2,24
1,26
2,40
2,40
2,44
1,29
2,26
2,30
2,26
1,48
2,33
2,26
2,33
2,23
2,31
1,23
1,50
2,29
1,26
2,24
2,28
2,25
2,26
2,53
1,36
1,31
2,33
2,34
1,36
2,44
1,25
2,24
1,67
2,25
2,30
2,24
2,45
1,49
2,28
2,43
2,70
1,50
2,22
2,38
1,42
2,22
2,28
1,34
1,45
2,26
1,47
2,26
2,36
1,26
2,22
2,25
2,26
1,30
1,23
1,37
2,27
2,59
2,43
2,30
1,30
2,61
1,28
1,29
2,28
2,26
1,53
2,30
2,31
1,40
1,46
1,27
2,40
1,41
2,26
1,44
2,41
2,31
1,30
1,24
1,31
2,37
2,30
2,27
2,30
2,27
1,35
2,33
2,26
2,27
1,33
2,23
1,35
2,32
2,53
2,23
2,25
2,29
1,23
2,43
1,37
1,41
2,36
1,40
1,26
2,38
2,34
2,27
2,36
2,35
2,30
2,43
1,53
2,27
1,30
2,45
1,32
2,28
2,46
1,39
2,40
2,30
2,24
2,24
1,32
2,26
2,53
2,41
2,44
2,46
2,33
2,29
2,30
2,45
1,29
2,33
2,31
2,53
2,41
2,29
2,25
2,54
1,24
2,43
2,29
2,39
2,31
2,34
1,34
2,36
2,46
2,32
2,25
2,30
2,42
2,38
2,31
1,39
2,24
2,24
2,26
2,36
2,41
1,47
2,41
2,27
1,26
1,22
1,38
2,25
1,55
2,24
2,52
2,29
2,54
2,32
1,26
2,32
1,26
1,27
2,45
2,34
2,25
1,28
1,26
1,31
1,29
2,24
2,26
2,28
2,45
2,24
2,23
1,42
1,36
1,27
1,33
1,44
2,33
2,39
1,28
1,32
1,45
1,47
2,25
1,47
2,44
1,30
2,54
2,26
1,33
2,36
1,33
2,37
2,30
1,36
2,33
1,53
2,30
2,56
1,50
2,42
2,35
2,30
2,47
2,21
2,25
2,49
2,28
1,49
1,57
1,43
2,25
2,39
2,39
2,71
2,29
1,31
1,33
1,36
2,36
2,42
2,46
2,33
2,41
2,35
2,36
1,45
2,39
2,29
2,23
2,49
2,23
2,32
2,32
1,38
1,55
2,27
2,30
2,26
1,29
2,52
2,60
1,58
1,55
2,51
2,36
2,49
2,33
1,44
2,48
2,36
2,36
2,36
2,27
2,33
2,45
2,56
2,41
2,28
1,30
1,27
2,41
2,41
2,30
1,48
2,42
2,38
1,68
2,26
2,25
1,28
1,36
2,47
2,41
2,64
1,23
2,37
2,21
1,36
2,24
2,52
2,26
2,58
2,34
1,24
2,26
1,31
2,40
1,38
2,35
2,30
1,31
1,33
1,38
2,51
1,47
2,47
1,62
2,36
1,35
2,39
1,31
2,36
1,28
2,23
2,51
1,35
2,37
1,26
1,29
2,24
2,27
2,29
2,39
2,41
1,32
2,47
1,29
2,60
2,36
1,33
1,47
1,27
1,57
2,27
2,30
2,39
1,30
2,22
2,36
1,33
2,53
2,53
1,56
1,35
2,23
2,46
1,38
1,39
2,37
2,31
2,39
1,48
1,47
1,41
2,34
2,24
1,42
1,44
2,62
2,40
1,40
1,28
1,49
1,31
2,37
2,42
2,27
1,33
2,32
1,29
2,27
2,48
2,27
2,48
2,32
1,25
1,28
1,35
2,37
1,29
2,29
2,35
2,24
2,27
1,31
1,48
1,33
2,28
1,25
1,31
2,44
1,30
1,53
2,45
1,28
1,41
2,30
2,27
1,49
2,55
2,37
1,38
2,39
2,29
1,56
1,28
1,45
1,29
1,46
2,30
2,34
1,52
2,26
2,25
2,35
1,41
1,43
2,38
2,40
1,27
2,27
2,23
2,32
2,28
2,34
2,29
2,28
1,47
1,60
2,29
1,25
2,28
2,29
1,30
1,31
2,30
1,42
1,30
1,27
1,44
2,37
1,29
1,25
2,36
1,28
2,28
1,38
2,30
1,29
1,36
2,27
2,43
1,43
2,37
2,27
2,39
2,29
1,45
1,34
1,32
1,26
2,28
2,38
1,29
2,53
2,38
1,29
2,47
1,29
2,27
2,55
2,23
1,26
1,30
2,39
1,50
1,32
2,32
2,54
2,36
2,36
1,26
2,31
1,29
2,32
1,30
2,48
2,33
1,44
2,28
2,22
1,51
2,40
1,55
2,26
2,32
1,27
2,27
2,23
2,24
2,24
2,49
2,27
2,25
1,36
2,43
1,35
1,49
2,28
2,44
2,33
1,52
1,29
1,29
1,28
1,24
2,32
1,35
1,27
1,44
1,51
2,38
2,40
2,30
1,49
1,51
2,35
2,22
1,43
2,31
2,29
1,24
1,60
2,44
2,33
2,34
2,29
1,26
2,53
2,35
2,25
1,35
1,49
1,53
2,27
2,36
2,31
2,31
1,34
1,39
1,43
2,30
1,33
2,46
2,53
2,34
2,26
2,40
1,48
1,27
2,32
2,28
1,32
2,27
2,59
1,27
2,27
2,37
2,26
2,34
1,31
2,22
1,33
1,52
1,45
2,29
2,41
2,26
1,34
2,27
1,32
2,42
2,30
1,29
2,22
2,36
1,29
2,28
2,31
1,40
2,33
2,47
1,30
2,34
1,37
1,26
2,24
1,26
1,24
1,33
1,23
1,29
2,33
2,27
2,24
1,38
2,38
2,35
2,33
1,48
2,43
1,41
1,45
1,33
2,33
1,47
2,39
1,25
1,38
2,27
1,33
2,28
1,34
1,28
1,38
1,39
2,24
2,23
2,25
1,21
1,35
1,37
2,53
2,38
2,39
1,36
1,26
2,35
2,54
2,33
2,30
2,24
2,27
2,32
2,48
2,45
2,46
2,47
2,22
2,22
2,23
2,23
1,46
2,23
2,25
2,28
2,32
2,36
2,28
1,47
2,54
1,45
2,52
2,34
1,29
2,34
2,49
1,27
2,27
1,34
2,34
2,48
1,43
2,23
2,29
1,49
1,29
2,32
1,29
1,40
2,24
1,23
1,26
2,46
2,25
1,25
2,45
2,26
2,39
2,31
1,34
1,38
2,40
1,34
2,35
2,28
1,46
2,40
2,32
2,26
1,47
2,54
2,29
1,36
1,32
2,42
1,52
2,24
2,36
1,25
1,38
2,61
1,34
2,41
2,48
1,41
2,38
1,27
1,22
1,37
2,37
2,24
2,26
1,36
1,33
2,30
2,24
2,49
2,23
2,23
1,61
1,28
2,36
1,27
1,35
2,26
2,29
2,40
2,28
2,28
1,31
2,52
2,52
2,43
1,32
2,60
1,26
2,36
2,46
1,23
1,24
2,27
2,30
1,43
1,28
1,38
1,22
1,50
2,30
2,32
2,43
1,63
2,29
1,39
1,31
1,28
2,32
2,25
2,48
1,48
2,56
2,22
2,26
2,33
1,38
2,23
1,31
2,41
2,41
2,25
1,25
1,40
1,29
2,27
2,36
1,26
1,42
2,38
1,47
2,34
2,42
2,41
1,45
1,56
2,24
2,23
2,50
2,27
1,33
1,30
1,24
1,50
2,38
2,40
2,27
1,43
2,36
2,27
2,22
1,47
2,27
2,25
1,33
2,25
2,31
1,34
2,52
1,26
1,37
2,48
2,38
2,41
2,45
2,24
2,30
1,27
2,40
2,37
1,31
2,44
2,35
1,29
1,28
2,34
2,37
1,24
2,41
1,30
2,27
1,53
1,30
1,26
1,29
1,29
2,56
2,46
1,29
1,45
1,33
2,30
2,36
1,29
2,50
2,40
2,26
1,58
2,30
2,26
1,39
1,44
2,36
2,33
1,39
1,30
2,33
1,30
2,57
1,39
1,51
2,30
1,26
2,42
2,31
1,34
1,34
2,32
1,30
1,24
2,42
2,25
1,39
2,28
1,36
1,38
1,37
2,29
1,29
1,42
1,40
2,29
2,47
1,38
1,26
1,42
1,24
2,43
1,31
1,27
1,29
1,43
2,25
2,45
2,30
1,27
1,25
1,29
2,35
2,23
2,24
2,23
1,25
2,23
1,50
1,31
1,45
2,25
2,39
1,27
2,29
2,26
2,26
1,55
1,47
1,46
2,31
1,36
1,34
1,29
1,25
2,43
2,39
1,60
1,34
2,21
2,31
2,23
2,33
1,47
1,32
2,32
2,32
2,27
2,29
2,41
1,23
2,26
1,34
2,37
1,48
2,30
2,46
1,32
2,50
2,44
2,24
1,45
1,28
1,24
2,51
2,29
2,26
2,29
2,45
2,41
2,29
2,34
2,36
1,31
2,57
2,25
1,28
1,53
2,46
2,32
1,42
1,30
1,46
2,30
1,27
1,42
1,43
2,34
1,32
2,26
2,24
2,42
2,30
2,31
2,25
2,45
1,35
1,22
1,40
2,29
1,34
2,38
1,47
1,34
2,32
1,24
1,50
1,53
2,30
1,27
1,33
2,47
1,25
1,45
2,30
1,42
1,30
2,36
2,37
2,29
1,31
1,54
2,27
1,27
1,46
1,44
2,32
2,43
2,27
2,51
2,23
2,28
2,37
2,24
1,26
1,53
2,26
2,36
1,26
1,42
2,24
2,31
1,36
1,25
2,42
2,51
1,52
2,36
1,25
1,39
2,29
2,34
2,26
1,32
2,38
2,55
1,33
2,25
1,42
1,34
1,35
2,43
2,29
2,33
2,48
1,32
1,42
2,31
2,36
2,48
1,30
2,37
2,39
1,29
2,25
1,38
1,56
1,58
1,30
1,56
1,22
2,23
1,30
1,29
1,52
2,40
2,42
2,38
2,45
1,36
1,38
2,33
2,55
1,44
1,23
1,29
1,31
2,29
2,36
2,29
2,43
1,29
1,35
1,32
2,39
2,38
2,31
2,26
2,29
2,24
2,30
1,25
1,62
1,46
2,31
2,29
1,38
2,38
1,63
1,39
1,27
2,25
1,22
1,26
2,40
2,28
2,32
2,29
2,35
1,43
2,49
2,44
2,24
2,26
2,31
1,39
2,35
1,28
1,37
1,59
2,28
1,41
1,28
1,27
1,51
2,23
2,33
2,48
1,27
1,33
2,50
1,25
2,37
1,64
2,35
2,40
2,27
2,26
2,31
1,64
2,33
2,50
2,28
2,24
2,27
2,32
1,34
1,47
1,38
1,40
2,41
2,23
2,32
2,29
1,25
2,45
1,49
1,37
1,38
1,24
1,31
2,36
1,27
1,44
1,30
2,57
2,35
2,38
2,24
2,51
1,43
1,40
2,27
2,50
1,51
2,26
1,59
2,40
2,36
2,28
